ASX code,Company name,Listing date,GICs industry group,Yahoo
CLU,CLUEY LTD,2020-12-09,Consumer Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CLU.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870727, ""fmt"": ""3:58PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 1.25, ""fmt"": ""1.2500""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""CLUEY LTD FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Cluey Ltd""}], ""error"": null}}"
CLV,CLOVER CORPORATION LIMITED,1999-11-30,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CLV.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.49, ""fmt"": ""1.4900""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""CLOVER FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Clover Corporation Limited""}], ""error"": null}}"
CLW,CHARTER HALL LONG WALE REIT,2016-11-08,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CLW.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 4.71, ""fmt"": ""4.7100""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""CHTR H LWR STAPLED"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Charter Hall Long WALE REIT""}], ""error"": null}}"
CLX,CTI LOGISTICS LIMITED,1987-12-02,Transportation,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CLX.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615857936, ""fmt"": ""12:25PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.79, ""fmt"": ""0.7900""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""CTI LOGIST FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""CTI Logistics Limited""}], ""error"": null}}"
CLZ,CLASSIC MINERALS LTD,2013-05-24,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CLZ.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871425, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.001, ""fmt"": ""0.0010""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""CLASSICMIN FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Classic Minerals Limited""}], ""error"": null}}"
CM8,CROWD MEDIA HOLDINGS LIMITED,1999-12-16,Media & Entertainment,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""CM8.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870738, ""fmt"": ""3:58PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.041, ""fmt"": ""0.0410""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CROWD FPO"", ""triggerable"": false, ""longName"": ""Crowd Media Holdings Limited""}], ""error"": null}}"
CMD,CASSIUS MINING LIMITED,2006-08-10,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CMD.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615853254, ""fmt"": ""11:07AM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.017, ""fmt"": ""0.0170""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CASSISUSMI FPO"", ""triggerable"": false, ""longName"": ""Cassius Mining Limited""}], ""error"": null}}"
CML,CHASE MINING CORPORATION LIMITED,2007-11-15,Materials,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""CML.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615857407, ""fmt"": ""12:16PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.016, ""fmt"": ""0.0160""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""CHASE MINE FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Chase Mining Corporation Limited""}], ""error"": null}}"
CMM,CAPRICORN METALS LTD,2008-07-07,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CMM.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871425, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.575, ""fmt"": ""1.5750""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CAPMETALS FPO"", ""triggerable"": false, ""longName"": ""Capricorn Metals Ltd""}], ""error"": null}}"
CMP,COMPUMEDICS LIMITED,2000-12-21,Health Care Equipment & Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CMP.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615867384, ""fmt"": ""3:03PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.43, ""fmt"": ""0.4300""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""COMPUMEDIC FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Compumedics Limited""}], ""error"": null}}"
CMW,CROMWELL PROPERTY GROUP,1973-02-22,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CMW.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.84, ""fmt"": ""0.8400""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""CROMWELL STAPLED"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Cromwell Property Group""}], ""error"": null}}"
CNB,CARNABY RESOURCES LIMITED,2016-08-30,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CNB.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615869894, ""fmt"": ""3:44PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.23, ""fmt"": ""0.2300""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CARNABYRES FPO"", ""triggerable"": false, ""longName"": ""Carnaby Resources Limited""}], ""error"": null}}"
CNI,CENTURIA CAPITAL GROUP,2002-03-26,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CNI.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 2.4, ""fmt"": ""2.4000""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""CENTURIA STAPLED"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Centuria Capital Group""}], ""error"": null}}"
CNJ,CONICO LTD,2007-06-18,Materials,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""CNJ.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871425, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.033, ""fmt"": ""0.0330""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CONICO LTD FPO"", ""triggerable"": false, ""longName"": ""Conico Ltd""}], ""error"": null}}"
CNL,CELAMIN HOLDINGS LIMITED,2009-12-17,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""CNL.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615867000, ""fmt"": ""2:56PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.08, ""fmt"": ""0.0800""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CELAMIN FPO"", ""triggerable"": false, ""longName"": ""Celamin Holdings Limited""}], ""error"": null}}"
CNU,CHORUS LIMITED,2011-11-21,Telecommunication Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""CNU.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 7.34, ""fmt"": ""7.34""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""CHORUS FPO NZX"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Chorus Limited""}], ""error"": null}}"
CNW,CIRRUS NETWORKS HOLDINGS LIMITED,2004-02-10,Software & Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""CNW.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871425, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.031, ""fmt"": ""0.0310""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CIRRUS NET FPO"", ""triggerable"": false, ""longName"": ""Cirrus Networks Holdings Limited""}], ""error"": null}}"
COB,COBALT BLUE HOLDINGS LIMITED,2017-02-02,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""COB.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870765, ""fmt"": ""3:59PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.39, ""fmt"": ""0.3900""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""region"": ""AU"", ""shortName"": ""COBALT BLU FPO"", ""triggerable"": false, ""longName"": ""Cobalt Blue Holdings Limited""}], ""error"": null}}"
COD,CODA MINERALS LTD,2020-10-28,Materials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""COD.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615870654, ""fmt"": ""3:57PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.43, ""fmt"": ""0.4300""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""CODAMINLTD FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Coda Minerals Limited""}], ""error"": null}}"
COE,COOPER ENERGY LIMITED,2002-03-13,Energy,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""COE.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.3, ""fmt"": ""0.3000""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""COOPER FPO"", ""triggerable"": false, ""longName"": ""Cooper Energy Limited""}], ""error"": null}}"
COF,CENTURIA OFFICE REIT,2014-12-10,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""COF.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 2.12, ""fmt"": ""2.1200""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""CENTOREIT ORD UNIT"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Centuria Office REIT""}], ""error"": null}}"
COG,COG FINANCIAL SERVICES LIMITED,2003-01-28,Diversified Financials,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""COG.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615867285, ""fmt"": ""3:01PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.1, ""fmt"": ""0.1000""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CONOPERGRP FPO"", ""triggerable"": false, ""longName"": ""COG Financial Services Limited""}], ""error"": null}}"
COH,COCHLEAR LIMITED,1995-12-04,Health Care Equipment & Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""Australia/Sydney"", ""fullExchangeName"": ""ASX"", ""symbol"": ""COH.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 209.19, ""fmt"": ""209.19""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""ASX"", ""sourceInterval"": 20, ""shortName"": ""COCHLEAR FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Cochlear Limited""}], ""error"": null}}"
COI,COMET RIDGE LIMITED,2004-04-16,Energy,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""COI.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""PREPRE"", ""regularMarketPrice"": {""raw"": 0.072, ""fmt"": ""0.0720""}, ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""COMETRIDGE FPO"", ""triggerable"": false, ""longName"": ""Comet Ridge Limited""}], ""error"": null}}"
COL,COLES GROUP LIMITED.,2018-11-21,Food & Staples Retailing,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""COL.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 15.65, ""fmt"": ""15.65""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""shortName"": ""COLESGROUP FPO"", ""region"": ""AU"", ""triggerable"": false, ""longName"": ""Coles Group Limited""}], ""error"": null}}"
COO,CORUM GROUP LIMITED,1971-07-28,Software & Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""ASX"", ""exchangeTimezoneName"": ""Australia/Sydney"", ""symbol"": ""COO.AX"", ""gmtOffSetMilliseconds"": 39600000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615871426, ""fmt"": ""4:10PM AEDT""}, ""exchangeTimezoneShortName"": ""AEDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.09, ""fmt"": ""0.0900""}, ""marketState"": ""PREPRE"", ""market"": ""au_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 20, ""exchange"": ""ASX"", ""region"": ""AU"", ""shortName"": ""CORUM GRP FPO"", ""triggerable"": false, ""longName"": ""Corum Group Limited""}], ""error"": null}}"
